source	name	host	bias	factuality	country	detail
shoebat.com	shoebat	https://shoebat.com	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/shoebat/
shondaland.com	shondaland	https://shondaland.com	left	mostly factual	united states	https://mediabiasfactcheck.com/shondaland/
shorensteincenter.org	shorenstein center	https://shorensteincenter.org	least biased	high	united states	https://mediabiasfactcheck.com/shorenstein-center/
shreveporttimes.com	shreveport times	https://shreveporttimes.com	least biased	high	united states	https://mediabiasfactcheck.com/shreveport-times/
shtfplan.com	shtfplan.com	https://www.shtfplan.com	questionable sources	mixed		https://mediabiasfactcheck.com/shtfplan-com/
shu.plus	shu+	https://shu.plus	satire			https://mediabiasfactcheck.com/shu/
sickchirpse.com	sick chirpse	https://www.sickchirpse.com	questionable sources	very low		https://mediabiasfactcheck.com/sick-chirpse/
sott.net	signs of the times (sott)	https://www.sott.net	conspiracy-pseudoscience	mixed		https://mediabiasfactcheck.com/signs-of-the-times-sott/
silenceisconsent.net	silence is consent	https://silenceisconsent.net	right	mixed		https://mediabiasfactcheck.com/silence-is-consent/
simpleorganicmedicine.com	simple organic medicine	https://simpleorganicmedicine.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/simple-organic-medicine/
simplepolitics.co.uk	simple politics	https://www.simplepolitics.co.uk	least biased	high		https://mediabiasfactcheck.com/simple-politics/
sbgi.net	sinclair broadcast group	https://sbgi.net	right	mixed	united states	https://mediabiasfactcheck.com/sinclair-broadcast-group/
singularityhub.com	singularityhub	https://singularityhub.com	pro-science	very high	united states	https://mediabiasfactcheck.com/singularityhub/
siouxcityjournal.com	sioux city journal	https://siouxcityjournal.com	least biased	high	united states	https://mediabiasfactcheck.com/sioux-city-journal/
skeptic.com	skeptic magazine	https://www.skeptic.com	pro-science	high		https://mediabiasfactcheck.com/skeptic-magazine/
skepticalraptor.com	skeptical raptor	https://www.skepticalraptor.com	pro-science	mixed	united states	https://mediabiasfactcheck.com/skeptical-raptor/
skepticalscience.com	skeptical science	https://skepticalscience.com	pro-science	very high	australia	https://mediabiasfactcheck.com/skeptical-science/
skepticink.com	skepticink	https://www.skepticink.com	pro-science	high		https://mediabiasfactcheck.com/skeptic-ink/
skeptiko.com	skeptiko	https://skeptiko.com	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/skeptiko/
skeptoid.com	skeptoid	https://skeptoid.com	pro-science	very high		https://mediabiasfactcheck.com/skeptoid/
skyandtelescope.com	sky and telescope	https://www.skyandtelescope.com	pro-science	very high	united states	https://mediabiasfactcheck.com/sky-and-telescope/
news.sky.com	sky news	https://news.sky.com	least biased	high	united kingdom	https://mediabiasfactcheck.com/sky-news/
slate.com	slate	https://www.slate.com	left	high	united states	https://mediabiasfactcheck.com/slate/
readsludge.com	sludge	https://readsludge.com	left	high	united states	https://mediabiasfactcheck.com/sludge/
smartnews.com	smartnews	https://www.smartnews.com	least biased	mixed	japan	https://mediabiasfactcheck.com/smartnews/
smithsonianmag.com	smithsonian magazine	https://www.smithsonianmag.com	pro-science	very high	united states	https://mediabiasfactcheck.com/smithsonian-magazine/
smoloko.com	smoloko	https://smoloko.com	questionable sources	very low		https://mediabiasfactcheck.com/smoloko-news/
snopes.com	snopes	https://www.snopes.com	least biased	high	united states	https://mediabiasfactcheck.com/snopes/
worldsocialism.org	socialist standard	https://www.worldsocialism.org	left	high		https://mediabiasfactcheck.com/socialist-standard/
socialistworker.org	socialistworker.org	https://socialistworker.org	left	high		https://mediabiasfactcheck.com/socialistworker-org/
societyforscience.org	society for science	https://www.societyforscience.org	pro-science	very high		https://mediabiasfactcheck.com/society-for-science/
sofrep.com	sofrep	https://sofrep.com	right-center	high	united states	https://mediabiasfactcheck.com/sofrep/
sohu.com	sohu,com	https://sohu.com	questionable sources	mixed	china	https://mediabiasfactcheck.com/sohu-com/
sojo.net	sojourners	https://sojo.net	left-center	high		https://mediabiasfactcheck.com/sojourners-soho/
sonorannews.com	sonoran news	https://sonorannews.com	right	mixed		https://mediabiasfactcheck.com/sonoran-news/
sonsof1776.com	sons of 1776	https://sonsof1776.com	questionable sources	low	united states	https://mediabiasfactcheck.com/sons-of-1776/
sootoday.com	sootoday.com	https://www.sootoday.com	left-center	high		https://mediabiasfactcheck.com/sootoday-com/
sourcepolitics.com/	source politics	https://https://www.sourcepolitics.com/	left	mixed	united states	https://mediabiasfactcheck.com/source-politics/
sourcewatch.org	sourcewatch	https://www.sourcewatch.org	left	mostly factual	united states	https://mediabiasfactcheck.com/sourcewatch/
southafricatoday.net	south africa today	https://southafricatoday.net	questionable sources	mixed	south africa	https://mediabiasfactcheck.com/south-africa-today/
scmp.com	south china morning post	https://www.scmp.com	left-center	mixed	hong kong sar china	https://mediabiasfactcheck.com/south-china-morning-post/
sun-sentinel.com	south florida sun-sentinel	https://www.sun-sentinel.com	least biased	high	united states	https://mediabiasfactcheck.com/south-florida-sun-sentinel/
southendnewsnetwork.net	southend news network	https://southendnewsnetwork.net	satire		united states	https://mediabiasfactcheck.com/southend-news-network/
southernpatriotnews.com	southern patriot news	https://southernpatriotnews.com	right	mostly factual	united states	https://mediabiasfactcheck.com/southern-patriot-news/
splcenter.org	southern poverty law center	https://www.splcenter.org	left	high	united states	https://mediabiasfactcheck.com/southern-poverty-law-center/
southfront.org	southfront	https://southfront.org	conspiracy-pseudoscience	low	russia	https://mediabiasfactcheck.com/south-front/
space.com	space.com	https://www.space.com	pro-science	high	united states	https://mediabiasfactcheck.com/space-com/
space.news	space.news	https://space.news	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/space-news/
cnntimes.online	sparks/cnntimes	https://www.cnntimes.online	left	mixed	unknown or invalid region	https://mediabiasfactcheck.com/sparkscnntimes/
sbs.com.au	special broadcasting service	https://www.sbs.com.au	left-center	high		https://mediabiasfactcheck.com/special-broadcasting-service-sbs/
ny1.com	spectrum news - ny1	https://www.ny1.com	least biased	high	united states	https://mediabiasfactcheck.com/spectrum-news-ny1/
spectrumreport.com	spectrum report	https://spectrumreport.com	least biased	high	united states	https://mediabiasfactcheck.com/spectrum-report/
speisa.com	speisa	https://speisa.com	questionable sources	low		https://mediabiasfactcheck.com/speisa/
spiegel.de	spiegel online	https://www.spiegel.de	left-center	high	germany	https://mediabiasfactcheck.com/spiegel-online/
spiked-online.com	spiked magazine	https://spiked-online.com	right	mixed	united kingdom	https://mediabiasfactcheck.com/spiked-magazine/
splinternews.com	splinter	https://splinternews.com	left	mixed	united states	https://mediabiasfactcheck.com/splinter/
sportspickle.com(function(w,d,s,i)	sports pickle	https://sportspickle.com(function(w,d,s,i)	satire		united states	https://mediabiasfactcheck.com/sports-pickle/
sputniknews.com	sputnik	https://sputniknews.com	questionable sources	very low	russia	https://mediabiasfactcheck.com/sputnik-news/
squawker.org	squawker	https://squawker.org	questionable sources	low	united states	https://mediabiasfactcheck.com/squawker/
sctimes.com	st. cloud times	https://sctimes.com	least biased	high	united states	https://mediabiasfactcheck.com/st-cloud-times/
stgeorgegazette.com	st. george gazette	https://stgeorgegazette.com	satire		united states	https://mediabiasfactcheck.com/st-george-gazette/
stltoday.com	st. louis post-dispatch	https://stltoday.com	left-center	high	united states	https://mediabiasfactcheck.com/st-louis-post-dispatch/
twincities.com	st. paul pioneer press	https://www.twincities.com	left-center	high	united states	https://mediabiasfactcheck.com/st-paul-pioneer-press/
stpete4peace.org	st. pete for peace	https://www.stpete4peace.org	left	high	united states	https://mediabiasfactcheck.com/st-pete-for-peace/
standpointmag.co.uk	standpoint	https://www.standpointmag.co.uk	right	mixed	united states	https://mediabiasfactcheck.com/standpoint-magazine/
nj.com	star ledger	https://www.nj.com	left-center	high	united states	https://mediabiasfactcheck.com/star-ledger/
starpolitical.com/	star political	https://starpolitical.com/	right	mixed	united states	https://mediabiasfactcheck.com/star-political/
staresattheworld.com	stares at the world	https://www.staresattheworld.com	questionable sources	low	united states	https://mediabiasfactcheck.com/stares-at-the-world/
stripes.com	stars and stripes	https://www.stripes.com	least biased	high	united states	https://mediabiasfactcheck.com/stars-and-stripes/
statnews.com	stat (news)	https://www.statnews.com	least biased	high	united states	https://mediabiasfactcheck.com/stat-news/
statefort.com	state fort	https://statefort.com	questionable sources	very low	macedonia	https://mediabiasfactcheck.com/state-fort-daily/
stateofthenation2012.com	state of the nation 2012	https://stateofthenation2012.com	questionable sources	low	united states	https://mediabiasfactcheck.com/state-of-the-union-2012/
silive.com	staten island advance	https://www.silive.com	left-center	high	united states	https://mediabiasfactcheck.com/staten-island-advance/
statesmanjournal.com	statesman journal	https://www.statesmanjournal.com	least biased	high	united states	https://mediabiasfactcheck.com/statesman-journal/
steadfastandloyal.com	steadfast and loyal	https://steadfastandloyal.com	questionable sources	low	united states	https://mediabiasfactcheck.com/steadfast-and-loyal/
stepfeed.com	stepfeed	https://stepfeed.com	left-center	mixed		https://mediabiasfactcheck.com/stepfeed/
stillnessinthestorm.com/	stillness in the storm	https://stillnessinthestorm.com/	conspiracy-pseudoscience	low		https://mediabiasfactcheck.com/stillness-in-the-storm/
stiltonsplace.blogspot.com	stilton's place	https://stiltonsplace.blogspot.com	satire			https://mediabiasfactcheck.com/stiltons-place/
stimson.org	stimson center	https://stimson.org	least biased	high	united states	https://mediabiasfactcheck.com/stimson-center/
stocksnewsdaily.com	stock news daily	https://stocksnewsdaily.com	left-center	high	united states	https://mediabiasfactcheck.com/stocks-news-daily/
stocknewsusa.com	stock news usa	https://stocknewsusa.com	least biased	high	united states	https://mediabiasfactcheck.com/stock-news-usa/
stonecoldtruth.com	stone cold truth	https://stonecoldtruth.com	questionable sources	low		https://mediabiasfactcheck.com/stone-cold-truth/
stopfake.org	stop fake	https://www.stopfake.org	left-center	high	ukraine	https://mediabiasfactcheck.com/stopfake/
stormcloudsgathering.com	storm clouds gathering	https://stormcloudsgathering.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/storm-clouds-gathering/
stormfront.org	stormfront	https://www.stormfront.org	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/stormfront/
stfnreport.com/	stranger than fiction news	https://stfnreport.com/	questionable sources	mixed	unknown or invalid region	https://mediabiasfactcheck.com/stranger-than-fiction-news/
strategic-culture.org	strategic culture foundation	https://www.strategic-culture.org	questionable sources	very low	russia	https://mediabiasfactcheck.com/strategic-culture-foundation/
strategypage.com	strategypage	https://www.strategypage.com	least biased	high		https://mediabiasfactcheck.com/strategypage/
stratfor.com	stratfor	https://www.stratfor.com	least biased	high	united states	https://mediabiasfactcheck.com/stratfor/
stubhillnews.com	stubhill news	https://stubhillnews.com	satire		united states	https://mediabiasfactcheck.com/stubhill-news/
studentnewsdaily.com	student daily news	https://www.studentnewsdaily.com	right-center	high		https://mediabiasfactcheck.com/student-daily-news/
